Year,Name,Revenue,Rank
2003,SLM,3232.4,473
2003,Yellow Roadway,3205.3,474
2003,Sealed Air,3204.3,475
2003,Roadway,3181.8,476
2003,Aquila,3179.3,477
2003,Armstrong Holdings,3172.3,478
2003,Shaw Group,3170.7,479
2003,Smith International,3170.1,480
2003,Level 3 Communications,3148,481
2003,NVR,3136.3,482
2003,Reebok International,3127.9,483
2003,OGE Energy,3103.4,484
2003,Steelcase,3089.5,485
2003,New York Times,3079,486
2003,Hughes Supply,3066.3,487
2003,Affiliated Computer Services,3062.9,488
2003,Qualcomm,3039.6,489
2003,Ace Hardware,3029,490
2003,Lennox International,3025.8,491
2003,AmSouth Bancorp.,3024.6,492
2003,Stryker,3011.6,493
2003,Sierra Pacific Resources,2991.7,494
2003,Telephone & Data Systems,2985.4,495
2003,Alleghany,2964.8,496
2003,Burlington Resources,2964,497
2003,Computer Associates,2964,497
2003,SCANA,2954,499
2003,Neiman Marcus,2948.3,500
2002,Walmart,219812,1
2002,Exxon Mobil,191581,2
2002,General Motors,177260,3
2002,Ford Motor,162412,4
2002,Enron,138718,5
2002,General Electric,125913,6
2002,Citigroup,112022,7
2002,Chevron,99699,8
2002,IBM,85866,9
2002,Altria Group,72944,10
2002,Verizon,67190,11
2002,AIG,62402,12
2002,American Electric Power,61257,13
2002,Duke Energy,59503,14
2002,AT&T,59142,15
2002,Boeing,58198,16
2002,El Paso,57475,17
2002,Home Depot,53553,18
2002,Bank of America,52641,19
2002,Fannie Mae,50803,20
2002,Chase Manhattan,50429,21
2002,Kroger,50098,22
2002,Cardinal Health,47947.6,23
2002,Merck,47715.7,24
2002,State Farm Insurance,46705.2,25
2002,CenterPoint Energy,46225.8,26
2002,SBC Communications,45908,27
2002,Hewlett-Packard,45226,28
2002,Morgan Stanley,43727,29
2002,Dynegy,42242,30
2002,McKesson,42010,31
2002,Sears,41078,32
2002,Aquila,40376.8,33
2002,Target,39888,34
2002,Procter & Gamble,39244,35
2002,Merrill Lynch,38793,36
2002,Time Warner,38234,37
2002,Albertsons,37931,38
2002,Berkshire Hathaway,37668,39
2002,Kmart Holding,36910,40
2002,Freddie Mac,35523,41
2002,MCI,35179,42
2002,Marathon,35041,43
2002,Costco,34797,44
2002,Safeway,34301,45
2002,Compaq,33554,46
2002,Johnson & Johnson,33004,47
2002,Conoco,32795,48
2002,Pfizer,32259,49
2002,J.C. Penney,32004,50
2002,MetLife,31928,51
2002,Mirant,31502,52
2002,Dell,31168,53
2002,Goldman Sachs Group,31138,54
2002,United Parcel Service,30646,55
2002,Motorola,30004,56
2002,Allstate,28865,57
2002,TXU,27927,58
2002,United Technologies,27897,59
2002,Dow Chemical,27805,60
2002,ConAgra Foods,27194.2,61
2002,Prudential Financial,27177,62
2002,PepsiCo,26935,63
2002,Wells Fargo,26891,64
2002,Intel,26539,65
2002,International Paper,26363,66
2002,Delphi,26088,67
2002,Sprint,26071,68
2002,New York Life Insurance,25678.2,69
2002,DuPont,25370,70
2002,Georgia-Pacific,25309,71
2002,Microsoft,25296,72
2002,Walt Disney,25269,73
2002,Aetna,25190.8,74
2002,Ingram Micro,25186.9,75
2002,Lucent Technologies,25132,76
2002,Lockheed Martin,24793,77
2002,Walgreen,24623,78
2002,Bank One,24527,79
2002,TIAA,24230.6,80
2002,ConocoPhillips,24189,81
2002,BellSouth,24130,82
2002,Honeywell,23652,83
2002,UnitedHealth Group,23454,84
2002,Viacom,23222.8,85
2002,Supervalu,23194.3,86
2002,PG&E,22959,87
2002,Alcoa,22859,88
2002,American Express,22582,89
2002,Wachovia,22396,90
2002,Lehman Brothers,22392,91
2002,Cisco Systems,22293,92
2002,CVS,22241.4,93
2002,Lowe's,22111.1,94
2002,Sysco,21784.5,95
2002,Bristol-Myers Squibb,21717,96
2002,Electronic Data Systems,21543,97
2002,Caterpillar,20450,98
2002,Coca-Cola,20092,99
2002,Archer Daniels Midland,20051.4,100
2002,AutoNation,19989.3,101
2002,Qwest Communications,19743,102
2002,FedEx,19629,103
2002,Massachusetts Mutual,19339.6,104
2002,Monsanto,19299,105
2002,FleetBoston Financial,19190,106
2002,Cigna,19115,107
2002,AMR,18963,108
2002,Loews,18799.1,109
2002,Solectron,18692.3,110
2002,Johnson Controls,18427.2,111
2002,Sun Microsystems,18250,112
2002,Columbia/HCA Healthcare,17953,113
2002,Visteon,17843,114
2002,Sara Lee,17747,115
2002,Washington Mutual,17692,116
2002,Tech Data,17197.5,117
2002,Federated Department Stores,16895,118
2002,Raytheon,16867,119
2002,Xerox,16502,120
2002,U.S. Bancorp,16443,121
2002,TRW,16383,122
2002,Abbott Laboratories,16285.2,123
2002,Northwestern Mutual,16211.8,124
2002,UAL,16138,125
2002,3M,16079,126
2002,AmerisourceBergen,15822.6,127
2002,Coca-Cola Enterprises,15700,128
2002,Fleming,15627.7,129
2002,Emerson Electric,15479.6,130
2002,Best Buy,15326.6,131
2002,Rite Aid,15296.6,132
2002,Publix Super Markets,15284.2,133
2002,Hartford Financial Services,15147,134
2002,Exelon,15140,135
2002,Nationwide,15118.3,136
2002,Xcel Energy,15028.2,137
2002,Valero Energy,14988.3,138
2002,McDonald's,14870,139
2002,Weyerhaeuser,14545,140
2002,Kimberly-Clark,14524.4,141
2002,Liberty Mutual,14256,142
2002,May Dept. Stores,14175,143
2002,Goodyear Tire & Rubber,14147.2,144
2002,Wyeth,14128.5,145
2002,Occidental Petroleum,14126,146
2002,Household International,13915.7,147
2002,Delta Air Lines,13879,148
2002,Gap,13847.9,149
2002,Lear,13624.7,150
2002,Northrop Grumman,13558,151
2002,Amerada Hess,13413,152
2002,Halliburton,13405,153
2002,Deere,13292.9,154
2002,Eastman Kodak,13234,155
2002,CMS Energy,12977,156
2002,Circuit City Stores,12959,157
2002,Cinergy,12922.5,158
2002,Anheuser-Busch,12911.5,159
2002,Winn-Dixie Stores,12903.4,160
2002,Avnet,12814,161
2002,Wellpoint Health Networks,12428.6,162
2002,Sunoco,12402,163
2002,Textron,12321,164
2002,Edison International,12183.9,165
2002,General Dynamics,12163,166
2002,Tenet Healthcare,12053,167
2002,Union Pacific,11973,168
2002,PacifiCare Health Sys.,11844,169
2002,Farmland,11763.4,170
2002,Eli Lilly,11542.5,171
2002,Waste Management,11322,172
2002,Office Depot,11154.1,173
2002,Williams,11055.3,174
2002,Toys 'R' Us,11019,175
2002,Oracle,10859.7,176
2002,Tyson Foods,10750.9,177
2002,Staples,10744.4,178
2002,TJX,10709,179
2002,Dominion Resources,10558,180
2002,Computer Sciences,10524,181
2002,Manpower,10483.8,182
2002,Dana,10469,183
2002,Wellpoint,10444.7,184
2002,Alleghany,10378.9,185
2002,Whirlpool,10343,186
2002,Humana,10194.9,187
2002,Southern,10155,188
2002,Marriott International,10152,189
2002,MBNA,10144.7,190
2002,Arrow Electronics,10127.6,191
2002,Health Net,10064.5,192
2002,Marsh & McLennan,9943,193
2002,Northwest Airlines,9905,194
2002,Public Service Enterprise Group,9815,195
2002,Schering-Plough,9802,196
2002,Illinois Tool Works,9697.9,197
2002,Comcast,9674.2,198
2002,Consolidated Edison,9634,199
2002,Entergy,9620.9,200
2002,AES,9614,201
2002,AFLAC,9598,202
2002,NiSource,9565,203
2002,Nike,9488.8,204
2002,UnumProvident,9435.4,205
2002,H.J. Heinz,9430.4,206
2002,Colgate-Palmolive,9427.8,207
2002,Limited Brands,9363,208
2002,John Hancock ,9361.3,209
2002,Express Scripts,9328.8,210
2002,Burlington No. Santa Fe,9208,211
2002,Agilent Technologies,9161,212
2002,National City,9092.6,213
2002,Fluor,8972.2,214
2002,USAA,8970.7,215
2002,Continental Airlines,8969,216
2002,Cendant,8950,217
2002,St. Paul Travelers Cos.,8943,218
2002,Guardian Life of America,8906.9,219
2002,Kellogg,8853.3,220
2002,Principal Financial,8817.5,221
2002,SCI Systems,8713.9,222
2002,Bear Stearns,8701,223
2002,Reynolds American,8585,224
2002,Ashland,8547,225
2002,FPL Group,8475,226
2002,Progress Energy,8461.5,227
2002,Pepsi Bottling,8443,228
2002,SunTrust Banks,8435.4,229
2002,Dillard's,8388,230
2002,Smurfit-Stone Container,8377,231
2002,Anadarko Petroleum,8369,232
2002,Masco,8358,233
2002,US Airways Group,8288,234
2002,Genuine Parts,8220.7,235
2002,Texas Instruments,8201,236
2002,PPG,8169,237
2002,CSX,8110,238
2002,Conseco,8108,239
2002,Gillette,8084,240
2002,Sempra Energy,8029,241
2002,FirstEnergy,7999.4,242
2002,Clear Channel,7970,243
2002,CHS,7875.2,244
2002,DTE Energy,7848.6,245
2002,Aramark,7788.7,246
2002,AON,7676,247
2002,Baxter International,7663,248
2002,Chubb,7599.6,249
2002,Alltel,7598.9,250
2002,Calpine,7590,251
2002,Nextel Communications,7574,252
2002,Kohl's,7488.7,253
2002,Progressive,7488.2,254
2002,American Standard,7465,255
2002,OfficeMax,7422.2,256
2002,KeyCorp,7352,257
2002,Applied Materials,7343.2,258
2002,Eaton,7299,259
2002,Capital One,7254.3,260
2002,Bank of New York Mellon,7192,261
2002,Crown Holdings,7187,262
2002,EMC,7090.6,263
2002,General Mills,7077.7,264
2002,AdvancePCS,7024.3,265
2002,ADP,7017.6,266
2002,Safeco,6953,267
2002,Yum Brands,6953,267
2002,PNC Financial Services,6921,269
2002,Newell Rubbermaid,6909.3,270
2002,KeySpan,6899.9,271
2002,Omnicom,6889.4,272
2002,Northeast Utilities,6873.8,273
2002,Plains All American Pipeline,6868.2,274
2002,Meritor Automotive,6805,275
2002,ONEOK,6803.1,276
2002,Avaya,6793,277
2002,Unocal,6752,278
2002,Interpublic Group,6726.8,279
2002,Navistar International,6722,280
2002,Centex,6710.7,281
2002,Campbell Soup,6664,282
2002,Fifth Third Bancorp,6506.3,283
2002,First Data,6450.8,284
2002,Premcor,6417.5,285
2002,Lincoln National,6411.4,286
2002,Gannett,6344.2,287
2002,Sonic Automotive,6337.4,288
2002,Corning,6272,289
2002,Dean Foods,6230.1,290
2002,BB&T,6228.2,291
2002,United Auto Group,6220.7,292
2002,Norfolk Southern,6170,293
2002,Science Applications International,6162.5,294
2002,Paccar,6088.8,295
2002,Gateway,6079.5,296
2002,Saks,6070.6,297
2002,Lennar,6029.3,298
2002,Avista,6021.3,299
2002,Unisys,6018.1,300
2002,Owens-Illinois,6013.3,301
2002,Avon Products,5994.5,302
2002,Parker Hannifin,5979.6,303
2002,NCR,5917,304
2002,Smithfield Foods,5899.9,305
2002,Rohm & Haas,5896,306
2002,Conectiv,5835.7,307
2002,ServiceMaster,5810.6,308
2002,PPL,5725,309
2002,Air Products & Chemicals,5722.7,310
2002,Cummins,5681,311
2002,Idacorp,5648,312
2002,State Street,5637,313
2002,Nordstrom,5634.1,314
2002,Caremark,5614,315
2002,Allied Waste,5565.3,316
2002,Southwest Airlines,5555.2,317
2002,Medtronic,5551.8,318
2002,Providian Financial,5529.9,319
2002,VF,5518.8,320
2002,Federal-Mogul,5457,321
2002,Eastman Chemical,5384,322
2002,Baker Hughes,5382.2,323
2002,Pulte Homes,5381.9,324
2002,Apple,5363,325
2002,Dollar General,5322.9,326
2002,Fortune Brands,5318.3,327
2002,R.H. Donnelley,5297.8,328
2002,IAC/Interactive,5284.8,329
2002,Charles Schwab,5281,330
2002,BJ's Wholesale Club,5279.7,331
2002,Ikon Office Solutions,5273.5,332
2002,Tribune,5253.4,333
2002,TransMontaigne,5223.2,334
2002,Tesoro,5217.8,335
2002,Praxair,5158,336
2002,American Family Insurance,5109,337
2002,Engelhard,5096.9,338
2002,Sherwin-Williams,5066,339
2002,Goodrich,5013.4,340
2002,Ryder System,5006.1,341
2002,CNF,4873.8,342
2002,Barnes & Noble,4870.4,343
2002,Graybar Electric,4828.5,344
2002,Countrywide Financial,4819,345
2002,AutoZone,4818.2,346
2002,Mattel,4804.1,347
2002,RadioShack,4775.7,348
2002,Owens Corning,4762,349
2002,W.W. Grainger,4754.3,350
2002,Adams Resources & Engy.,4717.2,351
2002,Pitney Bowes,4690.5,352
2002,Dole Food,4688.3,353
2002,ITT,4675.7,354
2002,KB Home,4646.7,355
2002,McGraw-Hill,4645.5,356
2002,OfficeMax (II),4636,357
2002,Caesars Entertainment,4631,358
2002,Sierra Pacific Resources,4611.7,359
2002,Estee Lauder,4608.1,360
2002,Maytag,4563.6,361
2002,Hershey,4557.2,362
2002,Pinnacle West Capital,4551.4,363
2002,Dover,4528,364
2002,Micron Technology,4515.7,365
2002,Ameren,4505.9,366
2002,Murphy Oil,4478.5,367
2002,D.R. Horton,4455.5,368
2002,Willamette,4453.9,369
2002,Quantum,4452.3,370
2002,Golden West Financial,4446.4,371
2002,Oxford Health Plans,4421.2,372
2002,Cablevision Systems,4404.5,373
2002,HealthSouth,4380.5,374
2002,Foot Locker,4379,375
2002,Administaff,4373.2,376
2002,Black & Decker,4333.1,377
2002,Jabil,4330.7,378
2002,Mutual Of Omaha,4327.6,379
2002,Rockwell Automation,4323,380
2002,Golden State Bancorp,4319.6,381
2002,Longs Drug Stores,4304.7,382
2002,Levi Strauss,4258.7,383
2002,Kelly Services,4256.9,384
2002,NorthWestern,4237.8,385
2002,Cooper,4209.5,386
2002,Computer Associates,4198,387
2002,Comerica,4196.9,388
2002,Temple-Inland,4172,389
2002,Lexmark,4142.8,390
2002,Nucor,4139.2,391
2002,Hormel Foods,4124.1,392
2002,SPX,4114.3,393
2002,Leggett & Platt,4113.8,394
2002,Nash Finch,4107.4,395
2002,Jones Apparel Group,4073.1,396
2002,Cox Communications,4059.2,397
2002,Mellon Financial,4055,398
2002,Sanmina-SCI,4054,399
2002,Regions Financial,4037.5,400
2002,Darden Restaurants,4021.2,401
2002,Pathmark Stores,4016.8,402
2002,Amgen,4015.7,403
2002,MGM Mirage,4009.6,404
2002,Brink's,4008.2,405
2002,Phelps Dodge,4002.4,406
2002,Echostar Communications,4001.1,407
2002,Group 1 Automotive,3996.4,408
2002,AK Steel,3994.1,409
2002,Autoliv,3991,410
2002,Westvaco,3983.6,411
2002,Encompass Services,3980.5,412
2002,Starwood Hotels & Resorts,3967,413
2002,CDW,3961.5,414
2002,Jacobs Engineering Group,3957,415
2002,LTV,3956,416
2002,Charter,3953.1,417
2002,American Financial Group,3947.6,418
2002,York International,3930.7,419
2002,Wisconsin Energy,3928.5,420
2002,Constellation Energy,3928,421
2002,United Stationers,3925.9,422
2002,Clorox,3903,423
2002,AMD,3891.8,424
2002,Steelcase,3885.8,425
2002,Fidelity National Financial,3874.1,426
2002,Peter Kiewit Sons,3871,427
2002,FMC,3870.9,428
2002,Owens & Minor,3815,429
2002,Avery Dennison,3803.3,430
2002,Maxtor,3797,431
2002,Danaher,3782.4,432
2002,Energy East,3759.8,433
2002,NTL Europe,3754.9,434
2002,Becton Dickinson,3754.3,435
2002,Host Marriott,3754,436
2002,First American,3750.7,437
2002,SouthTrust,3741.8,438
2002,Pacific Life,3734.5,439
2002,Harrah's Entertainment,3709,440
2002,Ball,3686.1,441
2002,Brunswick,3684.1,442
2002,Family Dollar Stores,3665.4,443
2002,Wesco,3658,444
2002,Ames Dept. Stores,3648.2,445
2002,Kerr-McGee,3638,446
2002,Quest Diagnostics,3627.8,447
2002,Smith International,3551.2,448
2002,Spartan Stores,3519.5,449
2002,USA Education,3515.1,450
2002,Interstate Bakeries,3496.5,451
2002,Roundy's,3451.5,452
2002,SCANA,3451,453
2002,Liz Claiborne,3448.5,454
2002,Mohawk,3445.9,455
2002,Adelphia Communications,3434.8,456
2002,Big Lots,3433.3,457
2002,Core-Mark,3425,458
2002,Emcor Group,3419.9,459
2002,Foster Wheeler,3396.8,460
2002,Borders Group,3387.9,461
2002,ShopKo Stores,3387,462
2002,AmSouth Bancorp.,3382.8,463
2002,Puget Energy,3374,464
2002,Tenneco,3364,465
2002,Harley-Davidson,3363.4,466
2002,Western Gas Resources,3355,467
2002,Bethlehem Steel,3334.3,468
2002,Jefferson-Pilot,3332.3,469
2002,Burlington Resources,3326,470
2002,Allmerica Financial,3311.8,471
2002,USG,3296,472
2002,Yellow Roadway,3276.7,473
2002,Northern Trust,3261.5,474
2002,Thrivent Financial for Lutherans,3257.8,475
2002,Performance Food Group,3237.2,476
2002,JDS Uniphase,3232.8,477
2002,Lyondell Chemical,3226,478
2002,Airborne,3211.1,479
2002,Comdisco Holding,3202,480
2002,NSTAR,3191.8,481
2002,OGE Energy,3182.4,482
2002,Staff Leasing,3180,483
2002,Enterprise Products,3179.7,484
2002,Whitman,3170.7,485
2002,Cooper Tire & Rubber,3154.7,486
2002,Coventry Health Care,3147.2,487
2002,Anixter,3144.2,488
2002,Union Planters,3143.8,489
2002,Armstrong Holdings,3135.4,490
2002,Equity Office Properties,3130.1,491
2002,Amazon,3122.4,492
2002,Lennox International,3119.7,493
2002,American Axle & Manufacturing,3107.2,494
2002,CH Robinson,3090.1,495
2002,Kindred Healthcare,3081.4,496
2002,Devon Energy,3075,497
2002,Sealed Air,3067.5,498
2002,Hilton Hotels,3050,499
2002,New York Times,3042.5,500
2001,Exxon Mobil,210392,1
2001,Walmart,193295,2
2001,General Motors,184632,3
2001,Ford Motor,180598,4
2001,General Electric,129853,5
2001,Citigroup,111826,6
2001,Enron,100789,7
2001,IBM,88396,8
2001,AT&T,65981,9
2001,Verizon,64707,10
2001,Altria Group,63276,11
2001,Chase Manhattan,60065,12
2001,Bank of America,57747,13
2001,SBC Communications,51476,14
2001,Boeing,51321,15
2001,Texaco,51130,16
2001,Duke Energy,49318,17
2001,Kroger,49000.4,18
2001,Hewlett-Packard,48782,19
2001,Chevron,48069,20
2001,State Farm Insurance,47863.1,21
2001,AIG,45972,22
2001,Home Depot,45738,23
2001,Morgan Stanley,45413,24
2001,Merrill Lynch,44872,25
2001,Fannie Mae,44088.9,26
2001,Compaq,42383,27
2001,Lucent Technologies,41420,28
2001,Sears,40937,29
2001,Merck,40363.2,30
2001,Procter & Gamble,39951,31
2001,MCI,39090,32
2001,TIAA,38063.5,33
2001,Motorola,37580,34
2001,McKesson,37100.5,35
2001,Kmart Holding,37028,36
2001,Target,36903,37
2001,Albertsons,36762,38
2001,Marathon,35570,39
2001,Berkshire Hathaway,33976,40
2001,Intel,33726,41
2001,Goldman Sachs Group,33000,42
2001,J.C. Penney,32965,43
2001,Conoco,32513,44
2001,Costco,32164.3,45
2001,Safeway,31976.9,46
2001,MetLife,31947,47
2001,Dell,31888,48
2001,Ingram Micro,30715.1,49
2001,Freddie Mac,30000,50
2001,Cardinal Health,29870.6,51
2001,United Parcel Service,29771,52
2001,Pfizer,29574,53
2001,Dynegy,29444.9,54
2001,CenterPoint Energy,29339,55
2001,DuPont,29202,56
2001,Delphi,29139,57
2001,Johnson & Johnson,29139,57
2001,Allstate,29134,59
2001,Aquila,28974.9,60
2001,International Paper,28180,61
2001,Wells Fargo,27568,62
2001,Aetna,26818.9,63
2001,United Technologies,26583,64
2001,Lehman Brothers,26447,65
2001,BellSouth,26151,66
2001,Walt Disney,25402,67
2001,ConAgra Foods,25385.8,68
2001,Lockheed Martin,25329,69
2001,Bank One,25168,70
2001,Honeywell,25023,71
2001,Tosco,24545,72
2001,Wachovia,24246,73
2001,American Express,23675,74
2001,Sprint,23613,75
2001,Southern,23381,76
2001,Alcoa,23090,77
2001,Dow Chemical,23008,78
2001,Microsoft,22956,79
2001,Prudential Financial,22759.9,80
2001,FleetBoston Financial,22608,81
2001,PG&E,22483,82
2001,AutoNation,22330.8,83
2001,Georgia-Pacific,22218,84
2001,TXU,22009,85
2001,El Paso,21950,86
2001,New York Life Insurance,21450.4,87
2001,Bristol-Myers Squibb,21331,88
2001,ConocoPhillips,21227,89
2001,Walgreen,21206.9,90
2001,UnitedHealth Group,21122,91
2001,Loews,20669.9,92
2001,Coca-Cola,20458,93
2001,PepsiCo,20438,94
2001,Tech Data,20427.7,95
2001,Sara Lee,20414,96
2001,Supervalu,20339.1,97
2001,AMR,20245,98
2001,Caterpillar,20175,99
2001,CVS,20087.5,100
2001,Viacom,20043.7,101
2001,Cigna,19994,102
2001,Bergen Brunswig,19599.4,103
2001,UAL,19352,104
2001,Sysco,19303.3,105
2001,Electronic Data Systems,19226.8,106
2001,Cisco Systems,18928,107
2001,Lowe's,18778.6,108
2001,Xerox,18632,109
2001,Federated Department Stores,18407,110
2001,Raytheon,18321,111
2001,FedEx,18256.9,112
2001,Monsanto,18150,113
2001,TRW,17231.1,114
2001,Johnson Controls,17154.6,115
2001,Northwestern Mutual,16973.8,116
2001,IBP,16949.6,117
2001,3M,16724,118
2001,Columbia/HCA Healthcare,16670,119
2001,Qwest Communications,16610,120
2001,Liberty Mutual,16438,121
2001,Weyerhaeuser,15980,122
2001,Delta Air Lines,15888,123
2001,Washington Mutual,15766.6,124
2001,Sun Microsystems,15721,125
2001,Emerson Electric,15544.8,126
2001,Nationwide,14762.1,127
2001,Coca-Cola Enterprises,14750,128
2001,Hartford Financial Services,14703,129
2001,Rite Aid,14681.4,130
2001,Valero Energy,14671.1,131
2001,Publix Super Markets,14575,132
2001,Occidental Petroleum,14543,133
2001,May Dept. Stores,14511,134
2001,Fleming,14443.8,135
2001,Goodyear Tire & Rubber,14417.1,136
2001,Ultramar Diamond Shamrock,14292.4,137
2001,McDonald's,14243,138
2001,Solectron,14137.5,139
2001,Lear,14072.8,140
2001,Eastman Kodak,13994,141
2001,Kimberly-Clark,13982,142
2001,Wyeth,13809.5,143
2001,Abbott Laboratories,13745.9,144
2001,Winn-Dixie Stores,13697.5,145
2001,American Electric Power,13694,146
2001,Gap,13673.5,147
2001,Halliburton,13344,148
2001,Deere,13136.8,149
2001,Textron,13090,150
2001,Arrow Electronics,12959.2,151
2001,Archer Daniels Midland,12876.8,152
2001,Dana,12691,153
2001,Sunoco,12664,154
2001,Circuit City Stores,12614.4,155
2001,Best Buy,12494,156
2001,Waste Management,12492,157
2001,Amerada Hess,12277,158
2001,Anheuser-Busch,12261.8,159
2001,Farmland,12239,160
2001,Household International,11960.9,161
2001,Union Pacific,11878,162
2001,Texas Instruments,11875,163
2001,Edison International,11635,164
2001,AmerisourceBergen,11610,165
2001,Xcel Energy,11591.8,166
2001,Office Depot,11569.7,167
2001,Williams,11480.9,168
2001,PacifiCare Health Sys.,11467.9,169
2001,Northwest Airlines,11415,170
2001,Tenet Healthcare,11414,171
2001,Toys 'R' Us,11332,172
2001,Massachusetts Mutual,11274.8,173
2001,American General,11063,174
2001,Fluor,11056,175
2001,Eli Lilly,10862.2,176
2001,Manpower,10842.8,177
2001,Staples,10673.7,178
2001,Humana,10514,179
2001,General Dynamics,10359,180
2001,Whirlpool,10325,181
2001,Bear Stearns,10276.6,182
2001,Marsh & McLennan,10157,183
2001,Oracle,10130.1,184
2001,Limited Brands,10104.6,185
2001,Marriott International,10017,186
2001,Entergy,10016.1,187
2001,Gillette,9986,188
2001,Illinois Tool Works,9983.6,189
2001,U.S. Bancorp,9965.5,190
2001,Continental Airlines,9899,191
2001,Schering-Plough,9815,192
2001,AFLAC,9720,193
2001,Gateway,9600.6,194
2001,TJX,9579,195
2001,Applied Materials,9564.4,196
2001,Consolidated Edison,9457.8,197
2001,UnumProvident,9446.9,198
2001,H.J. Heinz,9407.9,199
2001,Computer Sciences,9370.7,200
2001,Colgate-Palmolive,9357.9,201
2001,US Airways Group,9269,202
2001,Dominion Resources,9260,203
2001,Wellpoint Health Networks,9229,204
2001,Ingersoll-Rand,9220,205
2001,Burlington No. Santa Fe,9205,206
2001,Unocal,9202,207
2001,Avnet,9172.2,208
2001,Health Net,9076.6,209
2001,National City,9050.8,210
2001,CMS Energy,8998,211
2001,Nike,8995.1,212
2001,Eaton,8988,213
2001,Guardian Life of America,8967.6,214
2001,Principal Financial,8884.9,215
2001,EMC,8872.8,216
2001,Smurfit-Stone Container,8839,217
2001,Dillard's,8818,218
2001,Wellpoint,8771.1,219
2001,PPG,8629,220
2001,SunTrust Banks,8619,221
2001,St. Paul Travelers Cos.,8607.6,222
2001,CHS,8571.4,223
2001,USAA,8551,224
2001,CSX,8526.3,225
2001,KeyCorp,8471,226
2001,Navistar International,8451,227
2001,Cinergy,8422,228
2001,Genuine Parts,8369.9,229
2001,SCI Systems,8342.6,230
2001,Conseco,8296.4,231
2001,Northrop Grumman,8287,232
2001,Comcast,8218.6,233
2001,Ashland,8190,234
2001,Reynolds American,8167,235
2001,Apple,7983,236
2001,Pepsi Bottling,7982,237
2001,Paccar,7919.4,238
2001,Avista,7911.5,239
2001,MBNA,7868.9,240
2001,OfficeMax,7806.7,241
2001,PNC Financial Services,7623,242
2001,American Standard,7598,243
2001,John Hancock ,7506.4,244
2001,Exelon,7499,245
2001,Bank of New York Mellon,7486,246
2001,AON,7375,247
2001,Micron Technology,7336.3,248
2001,Premcor,7301.7,249
2001,Crown Holdings,7289,250
2001,Wachovia (II),7276.6,251
2001,Corning,7273.1,252
2001,Aramark,7262.9,253
2001,Chubb,7251.5,254
2001,Masco,7243,255
2001,Rockwell Automation,7220,256
2001,Tyson Foods,7158,257
2001,Baxter International,7148,258
2001,Sempra Energy,7143,259
2001,Charles Schwab,7139.5,260
2001,NorthWestern,7132,261
2001,Safeco,7118.4,262
2001,Yum Brands,7093,263
2001,FPL Group,7082,264
2001,Alltel,7067,265
2001,FirstEnergy,7029,266
2001,Adams Resources & Engy.,7022.2,267
2001,U.S. Bancorp (II),6997.8,268
2001,Kellogg,6954.7,269
2001,Newell Rubbermaid,6934.7,270
2001,America Online,6886,271
2001,Unisys,6885,272
2001,Rohm & Haas,6879,273
2001,Lincoln National,6851.5,274
2001,Public Service Enterprise Group,6848,275
2001,Express Scripts,6786.9,276
2001,Progressive,6771,277
2001,General Mills,6700.2,278
2001,AES,6691,279
2001,ONEOK,6642.9,280
2001,Plains Resources,6630.6,281
2001,Cummins,6597,282
2001,Saks,6581.2,283
2001,Union Carbide,6526,284
2001,Seagate Technology,6448,285
2001,ADP,6287.5,286
2001,Campbell Soup,6267,287
2001,Gannett,6244.4,288
2001,CNF,6166.3,289
2001,CIT,6160.4,290
2001,Norfolk Southern,6159,291
2001,Omnicom,6154.2,292
2001,Kohl's,6152,293
2001,NiSource,6135.4,294
2001,Computer Associates,6103,295
2001,Science Applications International,6091.7,296
2001,Sonic Automotive,6052.5,297
2001,Federal-Mogul,6013.2,298
2001,Mellon Financial,5979,299
2001,ServiceMaster,5970.6,300
2001,NCR,5959,301
2001,Centex,5956.4,302
2001,Providian Financial,5948.2,303
2001,State Street,5921,304
2001,Northeast Utilities,5901.2,305
2001,Owens-Illinois,5814.8,306
2001,R.H. Donnelley,5764.3,307
2001,Dean Foods,5756.3,308
2001,VF,5747.9,309
2001,Avon Products,5714.6,310
2001,Nextel Communications,5714,311
2001,Allied Waste,5707.5,312
2001,First Data,5705.2,313
2001,Anadarko Petroleum,5686,314
2001,PPL,5683,315
2001,Southwest Airlines,5649.6,316
2001,Interpublic Group,5625.8,317
2001,DTE Energy,5597,318
2001,Mattel,5589.5,319
2001,Litton,5588.2,320
2001,Engelhard,5542.6,321
2001,Goodrich,5531.5,322
2001,Nordstrom,5528.5,323
2001,Air Products & Chemicals,5495.5,324
2001,Fortune Brands,5491.8,325
2001,Ikon Office Solutions,5446.9,326
2001,Capital One,5424.3,327
2001,Dover,5400.7,328
2001,3Com,5391.5,329
2001,Parker Hannifin,5355.3,330
2001,Clear Channel,5345.3,331
2001,BB&T,5338.2,332
2001,Ryder System,5336.8,333
2001,Eastman Chemical,5292,334
2001,Baker Hughes,5233.8,335
2001,Graybar Electric,5213.9,336
2001,Sherwin-Williams,5211.6,337
2001,GPU,5196.3,338
2001,OfficeMax (II),5156.4,339
2001,Meritor Automotive,5153,340
2001,Smithfield Foods,5150.5,341
2001,KeySpan,5121.5,342
2001,Tesoro,5102.5,343
2001,Tribune,5079.6,344
